"name","gender","year","count"
"EMMA","F",2014,20936
"OLIVIA","F",2014,19807
"SOPHIA","F",2014,18609
"ISABELLA","F",2014,17089
"AVA","F",2014,15696
"MIA","F",2014,13512
"EMILY","F",2014,12647
"ABIGAIL","F",2014,12085
"MADISON","F",2014,10320
"CHARLOTTE","F",2014,10115
"HARPER","F",2014,9608
"SOFIA","F",2014,9597
"AVERY","F",2014,9568
"ELIZABETH","F",2014,9564
"AMELIA","F",2014,8795
"EVELYN","F",2014,8747
"ELLA","F",2014,8553
"CHLOE","F",2014,8538
"VICTORIA","F",2014,7996
"GRACE","F",2014,7641
"AUBREY","F",2014,7623
"ZOEY","F",2014,7411
"NATALIE","F",2014,7105
"ADDISON","F",2014,6988
"LILLIAN","F",2014,6913
"BROOKLYN","F",2014,6816
"LILY","F",2014,6773
"HANNAH","F",2014,6585
"LAYLA","F",2014,6453
"SCARLETT","F",2014,6005
"ARIA","F",2014,5923
"ZOE","F",2014,5877
"SAMANTHA","F",2014,5726
"ANNA","F",2014,5689
"LEAH","F",2014,5604
"AUDREY","F",2014,5563
"ARIANA","F",2014,5495
"SAVANNAH","F",2014,5473
"ALLISON","F",2014,5472
"ARIANNA","F",2014,5267
"CAMILA","F",2014,5218
"GABRIELLA","F",2014,5098
"PENELOPE","F",2014,5084
"CLAIRE","F",2014,5014
"AALIYAH","F",2014,4883
"SADIE","F",2014,4860
"RILEY","F",2014,4794
"SKYLAR","F",2014,4770
"NORA","F",2014,4738
"SARAH","F",2014,4703
"HAILEY","F",2014,4615
"KAYLEE","F",2014,4539
"PAISLEY","F",2014,4494
"KENNEDY","F",2014,4489
"ELLIE","F",2014,4480
"PEYTON","F",2014,4447
"ANNABELLE","F",2014,4355
"CAROLINE","F",2014,4344
"SERENITY","F",2014,4330
"MADELYN","F",2014,4309
"LUCY","F",2014,4295
"AUBREE","F",2014,4271
"ALEXA","F",2014,4246
"NEVAEH","F",2014,4239
"ALEXIS","F",2014,4234
"STELLA","F",2014,4198
"VIOLET","F",2014,4184
"GENESIS","F",2014,4163
"MACKENZIE","F",2014,4150
"BELLA","F",2014,4087
"AUTUMN","F",2014,4066
"MILA","F",2014,4056
"KYLIE","F",2014,3957
"MAYA","F",2014,3949
"PIPER","F",2014,3866
"ALYSSA","F",2014,3829
"TAYLOR","F",2014,3809
"ELEANOR","F",2014,3736
"FAITH","F",2014,3719
"NAOMI","F",2014,3708
"MELANIE","F",2014,3696
"EVA","F",2014,3682
"KATHERINE","F",2014,3678
"LYDIA","F",2014,3640
"BRIANNA","F",2014,3608
"JULIA","F",2014,3599
"ASHLEY","F",2014,3556
"KHLOE","F",2014,3544
"MADELINE","F",2014,3442
"RUBY","F",2014,3423
"SOPHIE","F",2014,3388
"ALEXANDRA","F",2014,3311
"LONDON","F",2014,3286
"LAUREN","F",2014,3090
"GIANNA","F",2014,3078
"ISABELLE","F",2014,3075
"VIVIAN","F",2014,3062
"ALICE","F",2014,3052
"JASMINE","F",2014,3024
"HADLEY","F",2014,3013
"KAYLA","F",2014,3007
"MORGAN","F",2014,3001
"CORA","F",2014,2964
"BAILEY","F",2014,2942
"HAZEL","F",2014,2904
"REAGAN","F",2014,2900
"KIMBERLY","F",2014,2899
"CLARA","F",2014,2854
"SYDNEY","F",2014,2852
"TRINITY","F",2014,2805
"NATALIA","F",2014,2796
"VALENTINA","F",2014,2779
"RYLEE","F",2014,2772
"MARIA","F",2014,2769
"JOCELYN","F",2014,2759
"ELIANA","F",2014,2741
"AURORA","F",2014,2740
"BRIELLE","F",2014,2651
"LILIANA","F",2014,2637
"MARY","F",2014,2632
"ELENA","F",2014,2612
"MOLLY","F",2014,2601
"MAKAYLA","F",2014,2584
"LILLY","F",2014,2569
"ANDREA","F",2014,2557
"QUINN","F",2014,2550
"JORDYN","F",2014,2548
"NICOLE","F",2014,2533
"ADALYNN","F",2014,2521
"DELILAH","F",2014,2511
"KINSLEY","F",2014,2442
"KENDALL","F",2014,2440
"ARIEL","F",2014,2438
"PAYTON","F",2014,2411
"PAIGE","F",2014,2409
"MARIAH","F",2014,2402
"MYA","F",2014,2402
"WILLOW","F",2014,2400
"BROOKE","F",2014,2389
"JADE","F",2014,2388
"LYLA","F",2014,2380
"XIMENA","F",2014,2339
"LUNA","F",2014,2337
"ISABEL","F",2014,2327
"MCKENZIE","F",2014,2321
"IVY","F",2014,2287
"JOSEPHINE","F",2014,2283
"AMY","F",2014,2192
"LAILA","F",2014,2144
"ISLA","F",2014,2133
"EDEN","F",2014,2132
"ANGELINA","F",2014,2123
"ADALYN","F",2014,2117
"LONDYN","F",2014,2092
"RACHEL","F",2014,2085
"DESTINY","F",2014,2068
"MELODY","F",2014,2060
"JULIANA","F",2014,2059
"KAITLYN","F",2014,2057
"BROOKLYNN","F",2014,2054
"EMERY","F",2014,2046
"GRACIE","F",2014,2044
"NORAH","F",2014,2007
"EMILIA","F",2014,2000
"REESE","F",2014,1971
"ALIYAH","F",2014,1967
"ELISE","F",2014,1967
"SARA","F",2014,1967
"MARGARET","F",2014,1950
"CATHERINE","F",2014,1941
"VANESSA","F",2014,1925
"GABRIELLE","F",2014,1921
"KATELYN","F",2014,1917
"ARABELLA","F",2014,1904
"VALERIA","F",2014,1890
"VALERIE","F",2014,1882
"ADRIANA","F",2014,1874
"EVERLY","F",2014,1869
"JESSICA","F",2014,1797
"DAISY","F",2014,1785
"REBECCA","F",2014,1778
"MAKENZIE","F",2014,1774
"LILA","F",2014,1773
"SUMMER","F",2014,1773
"JULIANNA","F",2014,1770
"CALLIE","F",2014,1760
"RYLEIGH","F",2014,1750
"MICHELLE","F",2014,1749
"ALAINA","F",2014,1742
"PRESLEY","F",2014,1742
"ANGELA","F",2014,1734
"HARMONY","F",2014,1721
"ALINA","F",2014,1713
"ROSE","F",2014,1693
"ATHENA","F",2014,1688
"EMERSON","F",2014,1682
"ADELYN","F",2014,1673
"ALANA","F",2014,1672
"IZABELLA","F",2014,1668
"HAYDEN","F",2014,1663
"CALI","F",2014,1660
"ESTHER","F",2014,1660
"MARLEY","F",2014,1647
"FIONA","F",2014,1646
"STEPHANIE","F",2014,1641
"CECILIA","F",2014,1638
"JAYLA","F",2014,1621
"KATE","F",2014,1620
"KINLEY","F",2014,1617
"GENEVIEVE","F",2014,1608
"ALEXANDRIA","F",2014,1604
"ELIZA","F",2014,1602
"ALIVIA","F",2014,1598
"KYLEE","F",2014,1589
"GISELLE","F",2014,1576
"ARYA","F",2014,1554
"ALAYNA","F",2014,1547
"LEILANI","F",2014,1538
"ADELINE","F",2014,1530
"ANA","F",2014,1530
"JENNIFER","F",2014,1521
"TESSA","F",2014,1520
"FINLEY","F",2014,1510
"MELISSA","F",2014,1506
"ANIYAH","F",2014,1494
"DANIELA","F",2014,1493
"KEIRA","F",2014,1468
"DALEYZA","F",2014,1466
"HOPE","F",2014,1440
"CHARLIE","F",2014,1438
"LUCIA","F",2014,1433
"GABRIELA","F",2014,1411
"MCKENNA","F",2014,1403
"PARKER","F",2014,1399
"BRYNLEE","F",2014,1396
"LOLA","F",2014,1388
"AMAYA","F",2014,1362
"MAGGIE","F",2014,1354
"MIRANDA","F",2014,1351
"ANASTASIA","F",2014,1342
"GEORGIA","F",2014,1333
"LEILA","F",2014,1330
"LEXI","F",2014,1330
"KENZIE","F",2014,1328
"IRIS","F",2014,1325
"JORDAN","F",2014,1312
"CASSIDY","F",2014,1308
"JACQUELINE","F",2014,1308
"VIVIENNE","F",2014,1297
"NOELLE","F",2014,1292
